Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
URDPTULC,Propylenethio urea comment code,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
URXAPE,Acephate (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
URXETU,Ethylenethio urea (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
URXMMI,Methamidaphos (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
URXMTO,Dimethoate (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
URXOMO,O-methoate (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
URXPTU,Propylenethio urea (ug/L),CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
URXUCR,"Creatinine, urine (mg/dL)",CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
WTSC2YR,Environmental C 2 year weights,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,2005,2006,Laboratory,None
AADBDSP,Bed Space Vacuumed (square inches),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AADBDTIM,Bed Vacuum Time (seconds),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AADBDTYP,Type of Bed,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AADEXSTS,Status of Dust Allergen Data,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AADFLSP,Floor Space Vacuumed (square inches),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AADFLTIM,Floor Vacuum Time (seconds),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AADMOVE,Have you/any of the SPs listed below moved since the time when you were last interviewed in your household?,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXBDMAT,Impermeable Mattress Cover,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXBDPLW,Impermeable Pillow Cover,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXBDST,Bed Sample Status,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXBDSUR,Bed Surface Vacuumed,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXFLST,Floor Sample Status,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXFLTYP,Type of Floor Covering,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXRMDES,Room Description,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXRMHUM,Room Humidity (%),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
AAXRMTMP,Room Temperature (F),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDAA1LC,"Fungus Alternaria alternata 1 (Alt a 1) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDAF1LC,"Fungus Aspergillus fumigatus dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDBG1LC,"German cockroach Blattella germanica 1 (Bla g 1) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDBG2LC,"German cockroach Blattella germanica 2 (Bla g 2) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDCF1LC,"Dog allergen Canis familiaris 1 (Can f 1) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDDF1LC,"Dust mite Dermatophagoides farinae 1 (Der f 1) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDDP1LC,"Dust mite Dermatophagoides pteronyssinus 1 (Der p 1) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDENXLC,"Endotoxin dust, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDFD1LC,"Cat allergen Felis domesticus 1 (Fel d 1) dust allergen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDMM1LC,"Mouse urinary protein (Mus m 1) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSDRN1LC,"Rat urinary protein (Rat n 1) dust antigen, comment code",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXAA1,"Fungus Alternaria alternata 1 (Alt a 1) dust antigen, result (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXAA1LD,"Fungus Alternaria alternata 1 (Alt a 1) dust antigen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXAF1,"Fungus Aspergillus fumigatus dust antigen, result (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXAF1LD,"Fungus Aspergillus fumigatus dust antigen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXBG1,"German cockroach Blattella germanica 1 (Bla g 1) dust antigen, result (U/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXBG1LD,"German cockroach Blattella germanica 1 (Bla g 1) dust antigen, limit of detection (U/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXBG2,"German cockroach Blattella germanica 2 (Bla g 2) dust antigen, result (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXBG2LD,"German cockroach Blattella germanica 2 (Bla g 2) dust antigen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXCF1,"Dog allergen Canis familiaris 1 (Can f 1) dust antigen, result (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXCF1LD,"Dog allergen Canis familiaris 1 (Can f 1) dust antigen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXDF1,"Dust mite Dermatophagoides farinae 1 (Der f 1) dust antigen, result  (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXDF1LD,"Dust mite Dermatophagoides farinae 1 (Der f 1) dust allergen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXDP1,"Dust mite Dermatophagoides pteronyssinus 1 (Der p 1) dust antigen, result (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXDP1LD,"Dust mite Dermatophagoides pteronyssinus 1 (Der p 1) dust antigen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXENX,"Endotoxin dust, result (EU/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXENXLD,"Endotoxin dust, limit of detection (EU/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXFD1,"Cat allergen Felis domesticus 1 (Fel d 1) dust allergen, result  (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXFD1LD,"Cat allergen Felis domesticus 1 (Fel d 1) dust allergen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXMM1,"Mouse urinary protein (Mus m 1) dust antigen, result (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXMM1LD,"Mouse urinary protein (Mus m 1) dust antigen, limit of detection  (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXRN1,"Rat urinary protein (Rat n 1) dust antigen, result (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
DSXRN1LD,"Rat urinary protein (Rat n 1) dust antigen, limit of detection (ng/mL dust)",ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
LBXDWS,Sieved dust weight (mg),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
LBXDWT,Total dust weight (mg),ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
SEQN,Respondent Sequence Number.,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
WTAL2YR,Dust Allergen Subsample 2-Year Weight,ALDUST_D,Allergens - Household Dust,2005,2006,Laboratory,None
SEQN,Respondent sequence number.,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP01LC,1-hydroxynaphthalene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP02LC,2-hydroxynaphthalene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP03LC,3-hydroxyfluorene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP04LC,2-hydroxyfluorene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP05LC,3-hydroxyphenanthrene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP06LC,1-hydroxyphenanthrene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP07LC,2-hydroxyphenanthrene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP10LC,1-hydroxypyrene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP17LC,9-hydroxyfluorene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URDP19LC,4-hydroxyphenanthrene comment code,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP01,1-hydroxynaphthalene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP02,2-hydroxynaphthalene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP03,3-hydroxyfluorene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP04,2-hydroxyfluorene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP05,3-hydroxyphenanthrene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP06,1-hydroxyphenanthrene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP07,2-hydroxyphenanthrene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP10,1-hydroxypyrene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP17,9-hydroxyfluorene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXP19,4-hydroxyphenanthrene (ng/L),PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
URXUCR,Urinary creatinine,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
WTSB2YR,Environmental B 2 year weights,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,2005,2006,Laboratory,None
ETHNICTY,Ethnicity - Recode,DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD01,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD01LA,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD02,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD02LA,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD03,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd)(fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD03LA,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD04,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD04LA,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD05,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD05LA,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD07,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCD07LA,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF01,"2,3,7,8-Tetrachlorodibenzofuran (tcdf)  (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF01LA,"2,3,7,8-Tetrachlorodibenzofuran (tcdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF02,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF02LA,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF03,"2,3,4,7,8-Pentachlorodibenzofuran (pncdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF03LA,"2,3,4,7,8-Pentachlorodibenzofuran (pncdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF04,"1,2,3,4,7,8-Hexachlorodibenzofuran (hcxdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF04LA,"1,2,3,4,7,8-Hexachlorodibenzofuran (hcxdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF05,"1,2,3,6,7,8-Hexachlorodibenzofuran (hxcdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF05LA,"1,2,3,6,7,8-Hexachlorodibenzofuran (hxcdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF06,"1,2,3,7,8,9-Hexachlorodibenzofuran (hxcdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF06LA,"1,2,3,7,8,9-Hexachlorodibenzofuran (hxcdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF07,"2,3,4,6,7,8-Hexchlorodibenzofuran (hxcdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF07LA,"2,3,4,6,7,8-Hexchlorodibenzofuran (hxcdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF08,"1,2,3,4,6,7,8-Heptachlorodibenzofuran (hpcdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF08LA,"1,2,3,4,6,7,8-Heptachlorodibenzofuran (hpcdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF09,"1,2,3,4,7,8,9-Heptachlorodibenzofuran  (hpcdf) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF09LA,"1,2,3,4,7,8,9-Heptachlorodibenzofuran  (Hpcdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF10,"1,2,3,4,6,7,8,9-ocdf lipid adjusted(pg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCF10LA,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran (ocdf) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCHXC,"3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCHXCLA,"3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCPCB,"3,3',4,4',5-Pentachlorobiphenyl (pncb) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCPCBLA,"3,3',4,4',5-Pentachlorobiphenyl (pncb) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCTC2,"3,4,4',5-Tetrachlorobiphenyl (tcb) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCTC2LA,"3,4,4',5-Tetrachlorobiphenyl (tcb) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCTCD,"2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) (fg/g)",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBCTCDLA,"2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) Lipid Adjusted",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDD01LC,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin (pncdd) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDD02LC,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDD03LC,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin (hxcdd) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDD04LC,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin (hxcdd) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDD05LC,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDD07LC,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin (ocdd) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDF01LC,"2,3,7,8-Tetrachlorodibenzofuran (tcdf) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDF02LC,"1,2,3,7,8-Pentachlorodibenzofuran (pncdf) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDF03LC,"2,3,4,7,8-Pentachlorodibenzofuran (pncdf) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDF04LC,"1,2,3,4,7,8-Hexachlorodibenzofuran (hcxdf) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDF05LC,"1,2,3,6,7,8-Hexachlorodibenzofuran (hxcdf) specimen code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDF06LC,"1,2,3,7,8,9-Hexachlorodibenzofuran (hxcdf) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
LBDF07LC,"2,3,4,6,7,8-Hexchlorodibenzofuran (hxcdf) comment code",DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples",2005,2006,Laboratory,None
